Date,Domain,Email,ID,Subject,Type
10/20/2018,aol.com,John.Smith@aol.com,270034,John's Wedding Invite,TO
12/16/2018,amazon.com,James.Smith@amazon.com,212260,P&L Statements,FROM
12/16/2018,suny.edu,Billy.Bob.O'Connor@suny.edu,212260,P&L Statements,TO
10/26/2018,macquarie.com,Billy.Bob.Patel@macquarie.com,207537,P&L Statements,FROM
10/26/2018,cuny.edu,Lilo.O'Connor@cuny.edu,207537,P&L Statements,TO
10/27/2018,apple.com,Lilo.de.La.Cruz@apple.com,276624,John's Wedding Invite,FROM
10/27/2018,lordtaylor.com,Billy.Bob.Patel@lordtaylor.com,276624,John's Wedding Invite,TO
10/01/2018,apple.com,Billy.Bob.Patel@apple.com,257577,Junk,FROM
10/01/2018,gmail.com,James.de.La.Cruz@gmail.com,257577,Junk,TO
12/17/2018,amazon.com,John.de.La.Cruz@amazon.com,295891,Junk,FROM
12/17/2018,lordtaylor.com,Anna.Smith@lordtaylor.com,295891,Junk,TO
10/02/2018,gmail.com,Anna.de.La.Cruz@gmail.com,205003,P&L Statements,FROM
10/02/2018,lordtaylor.com,Adam.Smith@lordtaylor.com,205003,P&L Statements,TO
11/28/2018,apple.com,Billy.Bob.Patel@apple.com,268064,Junk,FROM
11/28/2018,suny.edu,Billy.Bob.O'Connor@suny.edu,268064,Junk,TO
11/28/2018,aol.com,John.Smith@aol.com,268064,Junk,TO
11/17/2018,gmail.com,Lilo.Patel@gmail.com,207893,MGL Training,FROM
11/17/2018,ibm.com,John.de.La.Cruz@ibm.com,207893,MGL Training,TO
11/17/2018,amazon.com,James.Smith@amazon.com,207893,MGL Training,TO
12/20/2018,cuny.edu,Billy.Bob.O'Connor@cuny.edu,283531,Vacation Cruises,FROM
12/20/2018,hotmail.com,Billy.Bob.de.La.Cruz@hotmail.com,283531,Vacation Cruises,TO
10/11/2018,gmail.com,Lilo.Patel@gmail.com,281249,Vacation Cruises,FROM
10/11/2018,amazon.com,Lilo.Patel@amazon.com,281249,Vacation Cruises,TO
10/11/2018,macquarie.com,Billy.Bob.Patel@macquarie.com,281249,Vacation Cruises,TO
10/11/2018,lordtaylor.com,John.Patel@lordtaylor.com,281249,Vacation Cruises,TO
11/10/2018,macquarie.com,James.Patel@macquarie.com,209126,MGL Training,FROM
11/10/2018,amazon.com,Adam.Patel@amazon.com,209126,MGL Training,TO
12/13/2018,macys.com,Lilo.Patel@macys.com,215305,John's Wedding Invite,FROM
12/13/2018,lordtaylor.com,Billy.Bob.Patel@lordtaylor.com,215305,John's Wedding Invite,TO
12/13/2018,stoneridge.com,Lilo.O'Connor@stoneridge.com,215305,John's Wedding Invite,TO
12/03/2018,amazon.com,James.O'Connor@amazon.com,220972,John's Wedding Invite,FROM
12/03/2018,stoneridge.com,Billy.Bob.O'Connor@stoneridge.com,220972,John's Wedding Invite,TO
12/03/2018,ibm.com,Lilo.Smith@ibm.com,220972,John's Wedding Invite,TO
12/01/2018,ibm.com,John.de.La.Cruz@ibm.com,249986,MGL Training,FROM
12/01/2018,aol.com,Stitch.de.La.Cruz@aol.com,249986,MGL Training,TO
12/01/2018,stoneridge.com,Adam.O'Connor@stoneridge.com,249986,MGL Training,TO
12/01/2018,aol.com,Stitch.Patel@aol.com,249986,MGL Training,TO
12/11/2018,apple.com,Billy.Bob.Patel@apple.com,215261,Balance Sheets,FROM
12/11/2018,gmail.com,Lilo.Patel@gmail.com,215261,Balance Sheets,TO
10/15/2018,aol.com,Stitch.de.La.Cruz@aol.com,267338,Weekly Meeting Minutes,FROM
10/15/2018,hotmail.com,Billy.Bob.Smith@hotmail.com,267338,Weekly Meeting Minutes,TO
10/15/2018,aol.com,John.Smith@aol.com,267338,Weekly Meeting Minutes,TO
10/15/2018,aol.com,Stitch.Patel@aol.com,267338,Weekly Meeting Minutes,TO
10/11/2018,amazon.com,James.O'Connor@amazon.com,239832,Invoices for This Month,FROM
10/11/2018,amazon.com,Lilo.Patel@amazon.com,239832,Invoices for This Month,TO
10/11/2018,amazon.com,Anna.Patel@amazon.com,239832,Invoices for This Month,TO
10/11/2018,macquarie.com,Stitch.Patel@macquarie.com,239832,Invoices for This Month,TO
10/10/2018,amazon.com,James.O'Connor@amazon.com,289296,Vacation Cruises,FROM
10/10/2018,lordtaylor.com,Billy.Bob.Patel@lordtaylor.com,289296,Vacation Cruises,TO
10/10/2018,apple.com,Billy.Bob.Patel@apple.com,289296,Vacation Cruises,TO
10/18/2018,amazon.com,James.Smith@amazon.com,260075,Junk,FROM
10/18/2018,apple.com,Lilo.de.La.Cruz@apple.com,260075,Junk,TO
12/06/2018,macquarie.com,Stitch.Smith@macquarie.com,214605,Weekly Meeting Minutes,FROM
12/06/2018,lordtaylor.com,Billy.Bob.Smith@lordtaylor.com,214605,Weekly Meeting Minutes,TO
11/15/2018,stoneridge.com,Lilo.O'Connor@stoneridge.com,248160,Vacation Cruises,FROM
11/15/2018,suny.edu,Anna.de.La.Cruz@suny.edu,248160,Vacation Cruises,TO
11/15/2018,amazon.com,John.de.La.Cruz@amazon.com,248160,Vacation Cruises,TO
12/06/2018,aol.com,John.Smith@aol.com,284021,MGL Training,FROM
12/06/2018,macys.com,Lilo.Patel@macys.com,284021,MGL Training,TO
12/06/2018,suny.edu,Adam.de.La.Cruz@suny.edu,284021,MGL Training,TO
12/14/2018,gmail.com,Billy.Bob.O'Connor@gmail.com,240887,Weekly Meeting Minutes,FROM
12/14/2018,cuny.edu,Billy.Bob.O'Connor@cuny.edu,240887,Weekly Meeting Minutes,TO
10/14/2018,suny.edu,Stitch.O'Connor@suny.edu,241400,Weekly Meeting Minutes,FROM
10/14/2018,aol.com,James.de.La.Cruz@aol.com,241400,Weekly Meeting Minutes,TO
10/14/2018,gmail.com,Anna.de.La.Cruz@gmail.com,241400,Weekly Meeting Minutes,TO
10/14/2018,ibm.com,John.de.La.Cruz@ibm.com,241400,Weekly Meeting Minutes,TO
10/14/2018,apple.com,Lilo.de.La.Cruz@apple.com,241400,Weekly Meeting Minutes,TO
11/24/2018,stoneridge.com,John.de.La.Cruz@stoneridge.com,280815,John's Wedding Invite,FROM
11/24/2018,lordtaylor.com,Adam.Smith@lordtaylor.com,280815,John's Wedding Invite,TO
11/22/2018,gmail.com,Anna.de.La.Cruz@gmail.com,280654,P&L Statements,FROM
11/22/2018,amazon.com,James.O'Connor@amazon.com,280654,P&L Statements,TO
11/22/2018,ibm.com,Lilo.O'Connor@ibm.com,280654,P&L Statements,TO
12/10/2018,amazon.com,John.Smith@amazon.com,258419,Balance Sheets,FROM
12/10/2018,macquarie.com,Stitch.Patel@macquarie.com,258419,Balance Sheets,TO
12/10/2018,cuny.edu,Adam.O'Connor@cuny.edu,258419,Balance Sheets,TO
12/10/2018,suny.edu,Billy.Bob.O'Connor@suny.edu,258419,Balance Sheets,TO
12/10/2018,stoneridge.com,Adam.O'Connor@stoneridge.com,258419,Balance Sheets,TO
10/11/2018,lordtaylor.com,Adam.Smith@lordtaylor.com,218321,Weekly Meeting Minutes,FROM
10/11/2018,apple.com,Billy.Bob.Patel@apple.com,218321,Weekly Meeting Minutes,TO
10/11/2018,amazon.com,Anna.Patel@amazon.com,218321,Weekly Meeting Minutes,TO
12/23/2018,suny.edu,Adam.de.La.Cruz@suny.edu,232323,Junk,FROM
12/23/2018,stoneridge.com,Anna.O'Connor@stoneridge.com,232323,Junk,TO
12/21/2018,suny.edu,Anna.de.La.Cruz@suny.edu,243341,Vacation Cruises,FROM
12/21/2018,cuny.edu,Adam.O'Connor@cuny.edu,243341,Vacation Cruises,TO
12/21/2018,cuny.edu,Billy.Bob.O'Connor@cuny.edu,243341,Vacation Cruises,TO
10/16/2018,cuny.edu,John.Smith@cuny.edu,260334,Invoices for This Month,FROM
10/16/2018,apple.com,Stitch.Smith@apple.com,260334,Invoices for This Month,TO
11/13/2018,suny.edu,Adam.de.La.Cruz@suny.edu,235649,Weekly Meeting Minutes,FROM
11/13/2018,macquarie.com,Stitch.Smith@macquarie.com,235649,Weekly Meeting Minutes,TO
11/13/2018,macquarie.com,Stitch.O'Connor@macquarie.com,235649,Weekly Meeting Minutes,TO
10/23/2018,ibm.com,Lilo.O'Connor@ibm.com,203309,Vacation Cruises,FROM
10/23/2018,hotmail.com,Billy.Bob.Smith@hotmail.com,203309,Vacation Cruises,TO
11/12/2018,amazon.com,Adam.Patel@amazon.com,200683,Weekly Meeting Minutes,FROM
11/12/2018,ibm.com,John.de.La.Cruz@ibm.com,200683,Weekly Meeting Minutes,TO
10/13/2018,ibm.com,Lilo.de.La.Cruz@ibm.com,288045,John's Wedding Invite,FROM
10/13/2018,lordtaylor.com,John.Patel@lordtaylor.com,288045,John's Wedding Invite,TO
10/13/2018,lordtaylor.com,John.Patel@lordtaylor.com,288045,John's Wedding Invite,TO
10/13/2018,apple.com,Stitch.Smith@apple.com,288045,John's Wedding Invite,TO
10/29/2018,cuny.edu,Billy.Bob.O'Connor@cuny.edu,281036,Vacation Cruises,FROM
10/29/2018,ibm.com,John.de.La.Cruz@ibm.com,281036,Vacation Cruises,TO
10/29/2018,amazon.com,Anna.Patel@amazon.com,281036,Vacation Cruises,TO
11/11/2018,lordtaylor.com,Billy.Bob.Smith@lordtaylor.com,264224,Invoices for This Month,FROM
11/11/2018,apple.com,Billy.Bob.Patel@apple.com,264224,Invoices for This Month,TO
11/11/2018,apple.com,James.Smith@apple.com,264224,Invoices for This Month,TO
11/11/2018,apple.com,James.Smith@apple.com,264224,Invoices for This Month,TO
11/11/2018,cuny.edu,John.Smith@cuny.edu,264224,Invoices for This Month,TO
12/22/2018,stoneridge.com,Stitch.O'Connor@stoneridge.com,222170,P&L Statements,FROM
12/22/2018,suny.edu,Lilo.O'Connor@suny.edu,222170,P&L Statements,TO
12/22/2018,macquarie.com,Stitch.Patel@macquarie.com,222170,P&L Statements,TO
12/22/2018,suny.edu,Lilo.O'Connor@suny.edu,222170,P&L Statements,TO
10/03/2018,stoneridge.com,Adam.O'Connor@stoneridge.com,227703,Balance Sheets,FROM
10/03/2018,apple.com,Lilo.de.La.Cruz@apple.com,227703,Balance Sheets,TO
11/18/2018,stoneridge.com,Billy.Bob.O'Connor@stoneridge.com,266320,Weekly Meeting Minutes,FROM
11/18/2018,suny.edu,Billy.Bob.O'Connor@suny.edu,266320,Weekly Meeting Minutes,TO
10/15/2018,macquarie.com,Stitch.O'Connor@macquarie.com,287108,John's Wedding Invite,FROM
10/15/2018,gmail.com,Billy.Bob.O'Connor@gmail.com,287108,John's Wedding Invite,TO
10/15/2018,stoneridge.com,Adam.O'Connor@stoneridge.com,270919,Balance Sheets,FROM
10/15/2018,aol.com,Stitch.de.La.Cruz@aol.com,270919,Balance Sheets,TO
11/25/2018,cuny.edu,Lilo.O'Connor@cuny.edu,255181,Invoices for This Month,FROM
11/25/2018,lordtaylor.com,John.Smith@lordtaylor.com,255181,Invoices for This Month,TO
11/08/2018,apple.com,Billy.Bob.Patel@apple.com,292277,MGL Training,FROM
11/08/2018,macquarie.com,Stitch.Patel@macquarie.com,292277,MGL Training,TO
12/18/2018,lordtaylor.com,John.Smith@lordtaylor.com,210277,Weekly Meeting Minutes,FROM
12/18/2018,lordtaylor.com,Billy.Bob.Patel@lordtaylor.com,210277,Weekly Meeting Minutes,TO
10/26/2018,suny.edu,Billy.Bob.de.La.Cruz@suny.edu,230243,Weekly Meeting Minutes,FROM
10/26/2018,apple.com,Billy.Bob.Patel@apple.com,230243,Weekly Meeting Minutes,TO
12/18/2018,stoneridge.com,Anna.O'Connor@stoneridge.com,202304,Weekly Meeting Minutes,FROM
12/18/2018,aol.com,James.de.La.Cruz@aol.com,202304,Weekly Meeting Minutes,TO
11/08/2018,apple.com,Lilo.Patel@apple.com,243531,John's Wedding Invite,FROM
11/08/2018,lordtaylor.com,John.Smith@lordtaylor.com,243531,John's Wedding Invite,TO
11/08/2018,gmail.com,Anna.de.La.Cruz@gmail.com,243531,John's Wedding Invite,TO
11/10/2018,apple.com,James.Patel@apple.com,273784,Invoices for This Month,FROM
11/10/2018,ibm.com,John.de.La.Cruz@ibm.com,273784,Invoices for This Month,TO
11/10/2018,lordtaylor.com,John.Patel@lordtaylor.com,273784,Invoices for This Month,TO
10/09/2018,apple.com,Billy.Bob.Patel@apple.com,243656,Weekly Meeting Minutes,FROM
10/09/2018,stoneridge.com,Billy.Bob.O'Connor@stoneridge.com,243656,Weekly Meeting Minutes,TO
10/19/2018,amazon.com,Anna.Patel@amazon.com,255089,John's Wedding Invite,FROM
10/19/2018,hotmail.com,Billy.Bob.de.La.Cruz@hotmail.com,255089,John's Wedding Invite,TO
10/19/2018,suny.edu,Billy.Bob.de.La.Cruz@suny.edu,255089,John's Wedding Invite,TO
10/19/2018,gmail.com,Lilo.O'Connor@gmail.com,255089,John's Wedding Invite,TO
10/14/2018,gmail.com,Lilo.O'Connor@gmail.com,249943,MGL Training,FROM
10/14/2018,ibm.com,Lilo.Smith@ibm.com,249943,MGL Training,TO
12/21/2018,apple.com,Lilo.de.La.Cruz@apple.com,247205,Vacation Cruises,FROM
12/21/2018,suny.edu,Stitch.O'Connor@suny.edu,247205,Vacation Cruises,TO
12/21/2018,hotmail.com,Billy.Bob.Smith@hotmail.com,247205,Vacation Cruises,TO
11/22/2018,ibm.com,Lilo.de.La.Cruz@ibm.com,241283,Balance Sheets,FROM
11/22/2018,aol.com,Stitch.de.La.Cruz@aol.com,241283,Balance Sheets,TO
10/23/2018,gmail.com,Lilo.Patel@gmail.com,285718,Invoices for This Month,FROM
10/23/2018,apple.com,Stitch.Smith@apple.com,285718,Invoices for This Month,TO
10/23/2018,amazon.com,Lilo.Patel@amazon.com,285718,Invoices for This Month,TO
10/23/2018,gmail.com,Anna.de.La.Cruz@gmail.com,285718,Invoices for This Month,TO
11/15/2018,aol.com,Stitch.Patel@aol.com,225889,Junk,FROM
11/15/2018,apple.com,James.Patel@apple.com,225889,Junk,TO
10/01/2018,apple.com,Lilo.Patel@apple.com,202357,Weekly Meeting Minutes,FROM
10/01/2018,apple.com,Adam.de.La.Cruz@apple.com,202357,Weekly Meeting Minutes,TO
10/01/2018,macquarie.com,Billy.Bob.Patel@macquarie.com,202357,Weekly Meeting Minutes,TO
10/27/2018,amazon.com,John.Smith@amazon.com,233638,Vacation Cruises,FROM
10/27/2018,apple.com,Stitch.O'Connor@apple.com,233638,Vacation Cruises,TO
11/28/2018,lordtaylor.com,Billy.Bob.Smith@lordtaylor.com,286862,P&L Statements,FROM
11/28/2018,ibm.com,Lilo.Smith@ibm.com,286862,P&L Statements,TO
12/29/2018,apple.com,Billy.Bob.Patel@apple.com,211860,John's Wedding Invite,FROM
12/29/2018,cuny.edu,Billy.Bob.O'Connor@cuny.edu,211860,John's Wedding Invite,TO
10/20/2018,cuny.edu,Adam.O'Connor@cuny.edu,230749,Weekly Meeting Minutes,FROM
10/20/2018,gmail.com,Billy.Bob.O'Connor@gmail.com,230749,Weekly Meeting Minutes,TO
10/20/2018,aol.com,James.de.La.Cruz@aol.com,230749,Weekly Meeting Minutes,TO
10/20/2018,amazon.com,John.de.La.Cruz@amazon.com,230749,Weekly Meeting Minutes,TO
12/14/2018,hotmail.com,Billy.Bob.de.La.Cruz@hotmail.com,287463,Invoices for This Month,FROM
12/14/2018,aol.com,Stitch.Patel@aol.com,287463,Invoices for This Month,TO
12/14/2018,macys.com,Lilo.Patel@macys.com,287463,Invoices for This Month,TO
12/14/2018,apple.com,Lilo.Patel@apple.com,287463,Invoices for This Month,TO
12/14/2018,lordtaylor.com,John.Patel@lordtaylor.com,287463,Invoices for This Month,TO
11/26/2018,stoneridge.com,Billy.Bob.O'Connor@stoneridge.com,209139,John's Wedding Invite,FROM
11/26/2018,stoneridge.com,Lilo.O'Connor@stoneridge.com,209139,John's Wedding Invite,TO
12/01/2018,amazon.com,James.Smith@amazon.com,257930,Weekly Meeting Minutes,FROM
12/01/2018,lordtaylor.com,Anna.Smith@lordtaylor.com,257930,Weekly Meeting Minutes,TO
11/28/2018,lordtaylor.com,Adam.Smith@lordtaylor.com,236520,Balance Sheets,FROM
11/28/2018,gmail.com,Billy.Bob.O'Connor@gmail.com,236520,Balance Sheets,TO
11/28/2018,ibm.com,Lilo.O'Connor@ibm.com,236520,Balance Sheets,TO
11/28/2018,lordtaylor.com,John.Smith@lordtaylor.com,236520,Balance Sheets,TO
10/18/2018,ibm.com,Billy.Bob.de.La.Cruz@ibm.com,250951,P&L Statements,FROM
10/18/2018,cuny.edu,John.Smith@cuny.edu,250951,P&L Statements,TO
10/18/2018,macquarie.com,Stitch.Smith@macquarie.com,250951,P&L Statements,TO
11/22/2018,gmail.com,Lilo.Patel@gmail.com,213308,MGL Training,FROM
11/22/2018,stoneridge.com,Billy.Bob.O'Connor@stoneridge.com,213308,MGL Training,TO
11/22/2018,stoneridge.com,Lilo.O'Connor@stoneridge.com,213308,MGL Training,TO
11/22/2018,ibm.com,John.de.La.Cruz@ibm.com,213308,MGL Training,TO
11/27/2018,amazon.com,Anna.Patel@amazon.com,215754,Invoices for This Month,FROM
11/27/2018,macquarie.com,Stitch.O'Connor@macquarie.com,215754,Invoices for This Month,TO
11/27/2018,ibm.com,Billy.Bob.de.La.Cruz@ibm.com,215754,Invoices for This Month,TO
10/28/2018,macquarie.com,Stitch.Smith@macquarie.com,291642,Invoices for This Month,FROM
10/28/2018,gmail.com,Anna.de.La.Cruz@gmail.com,291642,Invoices for This Month,TO
12/25/2018,cuny.edu,Billy.Bob.O'Connor@cuny.edu,255513,MGL Training,FROM
12/25/2018,amazon.com,Anna.Patel@amazon.com,255513,MGL Training,TO
12/25/2018,stoneridge.com,Billy.Bob.O'Connor@stoneridge.com,255513,MGL Training,TO
10/20/2018,lordtaylor.com,Billy.Bob.Patel@lordtaylor.com,249225,P&L Statements,FROM
10/20/2018,apple.com,Billy.Bob.Patel@apple.com,249225,P&L Statements,TO
10/17/2018,amazon.com,Anna.Patel@amazon.com,202948,Invoices for This Month,FROM
10/17/2018,cuny.edu,John.Smith@cuny.edu,202948,Invoices for This Month,TO
12/13/2018,gmail.com,Billy.Bob.O'Connor@gmail.com,253047,Junk,FROM
12/13/2018,amazon.com,Anna.Patel@amazon.com,253047,Junk,TO
10/15/2018,apple.com,Lilo.Patel@apple.com,259914,Vacation Cruises,FROM
10/15/2018,aol.com,Stitch.Patel@aol.com,259914,Vacation Cruises,TO
10/15/2018,gmail.com,Anna.de.La.Cruz@gmail.com,259914,Vacation Cruises,TO
10/19/2018,apple.com,Adam.de.La.Cruz@apple.com,230776,Balance Sheets,FROM
10/19/2018,stoneridge.com,Lilo.O'Connor@stoneridge.com,230776,Balance Sheets,TO
10/19/2018,apple.com,Lilo.de.La.Cruz@apple.com,230776,Balance Sheets,TO
10/19/2018,amazon.com,James.Smith@amazon.com,230776,Balance Sheets,TO
10/19/2018,macquarie.com,Stitch.Smith@macquarie.com,230776,Balance Sheets,TO
12/15/2018,ibm.com,Lilo.Smith@ibm.com,271943,P&L Statements,FROM
12/15/2018,apple.com,James.Patel@apple.com,271943,P&L Statements,TO
10/01/2018,apple.com,Stitch.O'Connor@apple.com,234841,Weekly Meeting Minutes,FROM
10/01/2018,gmail.com,Anna.de.La.Cruz@gmail.com,234841,Weekly Meeting Minutes,TO
10/01/2018,suny.edu,Anna.de.La.Cruz@suny.edu,234841,Weekly Meeting Minutes,TO
10/01/2018,stoneridge.com,Anna.O'Connor@stoneridge.com,234841,Weekly Meeting Minutes,TO
12/26/2018,suny.edu,Billy.Bob.O'Connor@suny.edu,266565,Vacation Cruises,FROM
12/26/2018,stoneridge.com,Adam.O'Connor@stoneridge.com,266565,Vacation Cruises,TO
12/26/2018,macys.com,Lilo.Patel@macys.com,266565,Vacation Cruises,TO
10/10/2018,suny.edu,Adam.de.La.Cruz@suny.edu,262707,Vacation Cruises,FROM
10/10/2018,suny.edu,Adam.de.La.Cruz@suny.edu,262707,Vacation Cruises,TO
10/02/2018,amazon.com,James.O'Connor@amazon.com,260826,Invoices for This Month,FROM
10/02/2018,macquarie.com,Stitch.O'Connor@macquarie.com,260826,Invoices for This Month,TO
10/10/2018,amazon.com,Adam.Patel@amazon.com,233904,John's Wedding Invite,FROM
10/10/2018,amazon.com,Anna.Patel@amazon.com,233904,John's Wedding Invite,TO
10/10/2018,apple.com,Lilo.Patel@apple.com,233904,John's Wedding Invite,TO
10/10/2018,amazon.com,John.de.La.Cruz@amazon.com,233904,John's Wedding Invite,TO
10/09/2018,hotmail.com,Billy.Bob.Smith@hotmail.com,228472,John's Wedding Invite,FROM
10/09/2018,suny.edu,Billy.Bob.de.La.Cruz@suny.edu,228472,John's Wedding Invite,TO
12/03/2018,stoneridge.com,Stitch.de.La.Cruz@stoneridge.com,266027,P&L Statements,FROM
12/03/2018,gmail.com,Anna.de.La.Cruz@gmail.com,266027,P&L Statements,TO
12/03/2018,lordtaylor.com,Billy.Bob.Smith@lordtaylor.com,266027,P&L Statements,TO
12/03/2018,ibm.com,John.de.La.Cruz@ibm.com,266027,P&L Statements,TO
12/03/2018,macquarie.com,Stitch.Smith@macquarie.com,266027,P&L Statements,TO
10/17/2018,lordtaylor.com,Adam.Smith@lordtaylor.com,225482,Vacation Cruises,FROM
10/17/2018,gmail.com,James.de.La.Cruz@gmail.com,225482,Vacation Cruises,TO
11/28/2018,ibm.com,Lilo.de.La.Cruz@ibm.com,268284,Vacation Cruises,FROM
11/28/2018,apple.com,Stitch.Smith@apple.com,268284,Vacation Cruises,TO
11/28/2018,aol.com,Stitch.Patel@aol.com,268284,Vacation Cruises,TO
11/28/2018,lordtaylor.com,Stitch.de.La.Cruz@lordtaylor.com,268284,Vacation Cruises,TO
12/28/2018,lordtaylor.com,Billy.Bob.Smith@lordtaylor.com,246749,Invoices for This Month,FROM
12/28/2018,amazon.com,James.O'Connor@amazon.com,246749,Invoices for This Month,TO
11/10/2018,macquarie.com,Stitch.O'Connor@macquarie.com,287287,Balance Sheets,FROM
11/10/2018,amazon.com,James.de.La.Cruz@amazon.com,287287,Balance Sheets,TO
11/10/2018,macys.com,Lilo.Patel@macys.com,287287,Balance Sheets,TO
11/10/2018,stoneridge.com,Adam.O'Connor@stoneridge.com,287287,Balance Sheets,TO
11/10/2018,apple.com,Lilo.Patel@apple.com,287287,Balance Sheets,TO
